product_id,category,price,base_price,amount,status,region,priority,old_name,user_id,order_date
P0296,Sports,4625.13,3919.6,8709.37,Processing,North,Medium,Item_296,80373,2025-11-01
P0297,Electronics,635.91,538.91,2557.49,Cancelled,South,Low,Item_297,83822,2025-11-27
P0298,Books,4837.37,4099.47,3382.81,Processing,North,High,Item_298,39098,2025-09-19
P0299,Sports,2834.17,2401.84,6907.88,Pending,West,Medium,Item_299,99070,2025-10-29
P0300,Sports,838.65,710.72,9977.26,Processing,North,Medium,Item_300,21253,2025-03-01
P0301,Furniture,1806.81,1531.19,3496.36,Pending,West,Medium,Item_301,67431,2025-12-23
P0302,Books,1662.66,1409.03,3072.61,Completed,North,Medium,Item_302,98754,2025-03-26
P0303,Furniture,2628.37,2227.43,5563.91,Cancelled,West,Medium,Item_303,63090,2025-11-19
P0304,Furniture,1013.30,858.73,6607.35,Processing,North,Low,Item_304,35863,2025-08-19
P0305,Sports,2204.81,1868.48,144.06,Pending,South,Medium,Item_305,18200,2025-10-23
P0306,Electronics,4017.56,3404.71,5415.2,Cancelled,East,High,Item_306,44387,2025-12-10
P0307,Books,2685.80,2276.1,6427.17,Processing,West,Low,Item_307,56135,2025-08-23
P0308,Sports,945.38,801.17,6768.53,Cancelled,North,Low,Item_308,25448,2025-05-03
P0309,Clothing,673.05,570.38,3795.73,Pending,West,Medium,Item_309,85340,2025-07-16
P0310,Books,1010.19,856.09,6391.47,Pending,South,Medium,Item_310,34523,2025-06-11
P0311,Books,3135.11,2656.87,8668.67,Completed,West,High,Item_311,60324,2025-10-15
P0312,Sports,3300.04,2796.64,4150.43,Processing,West,Low,Item_312,74054,2025-03-27
P0313,Electronics,2870.45,2432.58,7979.22,Pending,East,High,Item_313,80465,2025-05-28
P0314,Furniture,3925.63,3326.81,5699.94,Processing,North,Low,Item_314,81186,2025-07-07
P0315,Sports,4130.79,3500.67,511.94,Processing,South,Medium,Item_315,95678,2025-05-07
P0316,Clothing,4386.57,3717.43,419.08,Cancelled,East,High,Item_316,25386,2025-05-02
P0317,Furniture,4072.44,3451.22,5920.45,Cancelled,West,High,Item_317,37082,2025-04-16
P0318,Electronics,2893.36,2452,5369.58,Pending,East,Low,Item_318,85069,2025-05-17
P0319,Sports,4928.89,4177.03,6825.06,Completed,South,Medium,Item_319,46349,2025-12-02
P0320,Furniture,3536.99,2997.45,1413.64,Pending,East,High,Item_320,98635,2025-07-21
P0321,Books,796.64,675.12,6360.78,Processing,West,Medium,Item_321,22202,2025-07-26
P0322,Sports,3774.03,3198.33,6977.57,Cancelled,West,Medium,Item_322,10324,2025-02-17
P0323,Books,3210.72,2720.95,7003.16,Completed,West,High,Item_323,37767,2025-09-11
P0324,Clothing,1682.04,1425.46,2907.57,Pending,West,Medium,Item_324,16345,2025-01-24
P0325,Electronics,3168.28,2684.98,8383.35,Completed,North,High,Item_325,10088,2025-08-08
P0326,Furniture,4978.90,4219.41,9103.13,Cancelled,South,Medium,Item_326,57242,2025-05-09
P0327,Electronics,1922.03,1628.84,9047.62,Pending,North,Medium,Item_327,40689,2025-08-08
P0328,Electronics,3548.12,3006.88,110.75,Processing,North,High,Item_328,78084,2025-12-15
P0329,Books,145.51,123.31,6986.41,Completed,West,Low,Item_329,19283,2025-04-28
P0330,Books,537.72,455.69,8078.97,Completed,East,Medium,Item_330,27973,2025-07-15
P0331,Furniture,3243.72,2748.92,6803.66,Completed,North,Low,Item_331,67684,2025-06-29
P0332,Furniture,3177.59,2692.87,1598.6,Processing,West,High,Item_332,23168,2025-03-13
P0333,Electronics,2988.91,2532.97,3901.92,Processing,East,High,Item_333,94491,2025-02-13
P0334,Furniture,2811.64,2382.75,6040.08,Cancelled,North,Low,Item_334,36928,2025-09-23
P0335,Sports,2596.66,2200.56,7503.65,Cancelled,North,High,Item_335,24777,2025-05-04
P0336,Books,3226.60,2734.41,803.02,Completed,East,Medium,Item_336,84498,2025-08-04
P0337,Clothing,2777.15,2353.52,1810.43,Processing,North,High,Item_337,11807,2025-05-15
P0338,Furniture,295.15,250.13,698.64,Processing,East,Low,Item_338,64451,2025-08-05
P0339,Books,503.90,427.03,5411.99,Pending,East,High,Item_339,77017,2025-04-15
P0340,Furniture,2728.31,2312.13,3968.24,Completed,East,Low,Item_340,41278,2025-01-30
P0341,Furniture,522.44,442.75,4401.39,Processing,North,Medium,Item_341,96252,2025-03-31
P0342,Electronics,162.06,137.34,1458.4,Completed,South,Medium,Item_342,78551,2025-09-22
P0343,Clothing,918.12,778.07,1356.61,Cancelled,North,High,Item_343,66272,2025-05-20
P0344,Sports,412.97,349.97,7152,Completed,West,Medium,Item_344,17266,2025-09-13
P0345,Sports,917.72,777.73,1657.37,Completed,North,High,Item_345,10336,2025-01-23
P0346,Electronics,1298.30,1100.25,4770.47,Processing,South,High,Item_346,14635,2025-10-11
P0347,Books,1200.13,1017.06,2557.81,Cancelled,East,High,Item_347,25650,2025-09-15
P0348,Electronics,978.79,829.48,8062.95,Completed,West,High,Item_348,47002,2025-06-09
P0349,Clothing,523.29,443.47,4621.79,Cancelled,South,Medium,Item_349,49834,2025-11-15
P0350,Furniture,2373.24,2011.22,5957.74,Processing,South,Low,Item_350,42129,2025-03-19
P0351,Electronics,4668.75,3956.57,336.71,Cancelled,North,Medium,Item_351,,2025-12-03
P0352,Books,4260.13,3610.28,7299.43,Completed,South,Low,Item_352,65026,2025-09-09
P0353,Electronics,4865.54,4123.34,1509.5,Cancelled,North,High,Item_353,78125,2025-07-31
P0354,Clothing,2346.44,1988.51,7504.2,Completed,South,Low,Item_354,19808,2025-10-31
P0355,Sports,405.19,343.38,6658.19,Pending,South,Medium,Item_355,51288,2025-07-21
P0356,Clothing,1658.48,1405.49,2792.36,Completed,South,High,Item_356,86638,2025-02-25
P0357,Furniture,617.72,523.49,4550.71,Cancelled,West,High,Item_357,37215,2025-08-20
P0358,Clothing,2370.40,2008.81,8539.57,Completed,South,Low,Item_358,89076,2025-01-21
P0359,Furniture,4196.03,3555.96,3345.16,Completed,South,Medium,Item_359,16416,2025-12-13
P0360,Clothing,1374.82,1165.1,9907.7,Completed,West,Medium,Item_360,82105,2025-05-08
P0361,Electronics,2364.01,2003.4,8058.58,Pending,North,High,Item_361,39135,2025-03-08
P0362,Furniture,4136.00,3505.08,3785.17,Completed,East,High,Item_362,,2025-02-03
P0363,Furniture,4522.23,3832.4,4489.97,Pending,North,Medium,Item_363,70423,2025-01-26
P0364,Furniture,4628.25,3922.25,4388.25,Processing,West,High,Item_364,65923,2025-03-30
P0365,Clothing,1152.11,976.36,1952.8,Cancelled,West,High,Item_365,,2025-11-14
P0366,Sports,1304.35,1105.38,3021.54,Processing,West,High,Item_366,60202,2025-03-12
P0367,Books,1077.34,913,8858.06,Pending,North,Medium,Item_367,57069,2025-09-03
P0368,Sports,3929.03,3329.69,3505.94,Cancelled,West,Medium,Item_368,51795,2025-11-02
P0369,Furniture,243.59,206.43,8125.82,Cancelled,North,Medium,Item_369,86544,2025-04-30
P0370,Furniture,590.66,500.56,6602.96,Cancelled,North,High,Item_370,60911,2025-07-01
P0371,Furniture,962.89,816.01,5965.94,Cancelled,North,Low,Item_371,84403,2025-10-16
P0372,Furniture,2859.23,2423.08,1963.51,Processing,East,High,Item_372,21830,2025-01-29
P0373,Furniture,3048.15,2583.18,297.29,Processing,North,Medium,Item_373,36406,2025-03-08
P0374,Clothing,3612.99,3061.86,9195.93,Cancelled,North,High,Item_374,28566,2025-02-26
P0375,Sports,4317.28,3658.71,9609.53,Cancelled,West,Low,Item_375,49552,2025-06-15
P0376,Furniture,4881.72,4137.05,7350.29,Processing,West,Low,Item_376,83659,2025-12-22
P0377,Sports,3956.26,3352.76,2310.05,Pending,West,Medium,Item_377,48602,2025-03-07
P0378,Furniture,3671.27,3111.25,9493,Processing,North,High,Item_378,90134,2025-04-24
P0379,Sports,610.14,517.07,5012.23,Cancelled,North,High,Item_379,51879,2025-03-27
P0380,Electronics,4126.14,3496.73,6733.24,Cancelled,West,High,Item_380,42707,2025-12-21
P0381,Electronics,1817.36,1540.14,7891.5,Completed,North,Medium,Item_381,65004,2025-03-27
P0382,Books,2516.10,2132.29,3849.25,Processing,North,Medium,Item_382,85766,2025-11-30
P0383,Furniture,897.02,760.19,829.72,Completed,East,High,Item_383,23726,2025-02-07
P0384,Clothing,933.52,791.12,3817.03,Completed,North,Medium,Item_384,90431,2025-09-05
P0385,Electronics,2213.48,1875.83,6570.99,Processing,South,High,Item_385,36941,2025-04-08
P0386,Books,3516.26,2979.88,7248.18,Cancelled,East,Medium,Item_386,16505,2025-07-21
P0387,Sports,2793.35,2367.25,4960.39,Completed,East,High,Item_387,48607,2025-12-05
P0388,Sports,2453.61,2079.33,1060.17,Pending,South,Low,Item_388,20739,2025-08-31
P0389,Electronics,1610.93,1365.19,4034.93,Processing,East,High,Item_389,60793,2025-04-05
P0390,Clothing,4438.91,3761.79,3757.08,Processing,North,Medium,Item_390,44524,2025-04-26
P0391,Clothing,2864.81,2427.81,1596.19,Completed,North,Low,Item_391,80968,2025-07-31
P0392,Sports,1214.81,1029.5,703.74,Processing,West,Low,Item_392,72236,2025-10-21
P0393,Furniture,2433.69,2062.45,881.65,Completed,South,High,Item_393,68856,2025-03-30
P0394,Furniture,4863.61,4121.7,8103.76,Pending,North,Medium,Item_394,99538,2025-08-11
P0395,Furniture,4986.62,4225.95,6309.54,Cancelled,East,Low,Item_395,18783,2025-02-14
P0396,Books,2826.18,2395.07,5565.34,Cancelled,West,High,Item_396,91665,2025-10-28
P0397,Sports,3930.26,3330.73,1213.94,Pending,South,Low,Item_397,23133,2025-02-24
P0398,Sports,3919.77,3321.84,7878.88,Cancelled,West,Medium,Item_398,73646,2025-10-20
P0399,Sports,2417.93,2049.09,1804.78,Processing,South,Low,Item_399,62654,2025-01-20
P0400,Books,4458.91,3778.74,3381.79,Pending,North,Low,Item_400,45203,2025-07-10
P0401,Electronics,1755.54,1487.75,7957.16,Cancelled,East,Medium,Item_401,99764,2025-02-20
P0402,Furniture,758.49,642.79,9744.77,Processing,East,Medium,Item_402,89295,2025-11-27
P0403,Electronics,1020.88,865.15,2192.77,Processing,West,Low,Item_403,17367,2025-09-21
P0404,Furniture,421.52,357.22,7124.74,Processing,South,Low,Item_404,13794,2025-03-30
P0405,Furniture,4388.38,3718.97,2087.2,Completed,South,High,Item_405,57235,2025-12-27
P0406,Furniture,1442.49,1222.45,8252.71,Processing,North,Low,Item_406,,2025-07-10
P0407,Books,3010.81,2551.53,1858.08,Processing,East,Medium,Item_407,43903,2025-12-19
P0408,Electronics,1496.84,1268.51,3927,Pending,South,High,Item_408,98826,2025-04-16
P0409,Clothing,3292.78,2790.49,5181.48,Completed,West,High,Item_409,88792,2025-01-05
P0410,Furniture,1336.71,1132.81,8070.35,Cancelled,East,Medium,Item_410,55706,2025-08-24
P0411,Clothing,1169.22,990.86,3091.24,Processing,North,High,Item_411,96816,2025-07-11
P0412,Sports,3271.98,2772.86,6129.6,Cancelled,North,Medium,Item_412,46239,2025-11-24
P0413,Clothing,4321.31,3662.13,2685.35,Cancelled,South,High,Item_413,41496,2025-01-30
P0414,Sports,2080.08,1762.78,3263.9,Pending,North,Low,Item_414,48745,2025-05-13
P0415,Books,2082.53,1764.86,7393.65,Pending,East,Low,Item_415,99957,2025-10-01
P0416,Books,4541.98,3849.14,6751.5,Cancelled,South,Low,Item_416,33741,2025-05-31
P0417,Electronics,2406.83,2039.69,7435.1,Pending,East,Low,Item_417,56567,2025-04-25
P0418,Clothing,2160.32,1830.78,8879.75,Cancelled,East,Low,Item_418,25437,2025-08-29
P0419,Electronics,4345.33,3682.48,5877.39,Completed,West,High,Item_419,99220,2025-07-15
P0420,Sports,1561.94,1323.68,635.21,Pending,South,High,Item_420,84632,2025-08-23
P0421,Furniture,1650.28,1398.54,7185.12,Completed,West,Medium,Item_421,33176,2025-06-10
P0422,Electronics,123.10,104.32,2807.93,Pending,South,Medium,Item_422,21539,2025-03-08
P0423,Sports,2225.19,1885.75,4351.16,Processing,West,Medium,Item_423,,2025-10-01
P0424,Furniture,3680.23,3118.84,9505.68,Cancelled,South,High,Item_424,92141,2025-05-08
P0425,Furniture,3498.27,2964.64,3509.06,Pending,North,Medium,Item_425,50123,2025-03-27
P0426,Electronics,4136.83,3505.79,3052.2,Cancelled,West,Low,Item_426,78697,2025-06-22
P0427,Books,4451.07,3772.09,9955.18,Cancelled,West,Medium,Item_427,31611,2025-07-26
P0428,Electronics,1219.25,1033.26,7298.97,Pending,South,Low,Item_428,,2025-09-16
P0429,Furniture,703.49,596.18,7139.99,Completed,West,Low,Item_429,80088,2025-11-16
P0430,Electronics,3010.23,2551.04,574.81,Completed,North,High,Item_430,64627,2025-08-16
P0431,Books,705.62,597.98,2602.11,Pending,South,Low,Item_431,11219,2025-06-04
P0432,Books,3342.16,2832.34,6658.58,Cancelled,South,Medium,Item_432,23751,2025-09-19
P0433,Sports,676.90,573.64,1228.72,Completed,West,High,Item_433,44471,2025-09-25
P0434,Furniture,1853.82,1571.03,4156.59,Pending,North,Low,Item_434,37222,2025-12-19
P0435,Books,1719.96,1457.59,127.11,Completed,North,Low,Item_435,29548,2025-02-16
P0436,Sports,467.74,396.39,7263.4,Cancelled,South,Medium,Item_436,48800,2025-05-16
P0437,Books,345.39,292.7,8150.47,Completed,East,Medium,Item_437,50987,2025-08-07
P0438,Electronics,565.49,479.23,7606.22,Completed,North,High,Item_438,32349,2025-06-18
P0439,Clothing,4483.19,3799.31,9555.38,Cancelled,North,Medium,Item_439,33969,2025-02-28
P0440,Books,2061.23,1746.81,4619.73,Processing,West,Medium,Item_440,31860,2025-02-27
P0441,Furniture,3511.23,2975.62,680.6,Pending,North,Medium,Item_441,73265,2025-10-19
P0442,Books,988.18,837.44,3859.53,Cancelled,North,Low,Item_442,27125,2025-09-05
P0443,Books,653.39,553.72,4171.71,Completed,North,Medium,Item_443,11620,2025-12-27
P0444,Sports,3860.89,3271.94,5808.83,Pending,East,Low,Item_444,91033,2025-02-18
P0445,Books,3342.39,2832.53,2560.91,Cancelled,West,High,Item_445,83183,2025-11-10
P0446,Electronics,157.06,133.1,9350.28,Processing,West,High,Item_446,74441,2025-06-14
P0447,Furniture,1721.38,1458.8,2853.76,Pending,West,Medium,Item_447,20332,2025-08-24
P0448,Books,4026.18,3412.02,4536.18,Processing,West,Medium,Item_448,75191,2025-12-01
P0449,Electronics,602.95,510.97,4182.15,Completed,North,Low,Item_449,93563,2025-06-05
P0450,Sports,2855.43,2419.86,6580.5,Processing,East,Medium,Item_450,39218,2025-08-21
P0451,Clothing,2844.74,2410.8,6235.6,Processing,East,Low,Item_451,22771,2025-12-04
P0452,Furniture,110.77,93.87,3615.88,Cancelled,East,Low,Item_452,31516,2025-09-10
P0453,Furniture,4127.01,3497.47,7450.86,Processing,North,Medium,Item_453,34581,2025-03-03
P0454,Books,1156.39,979.99,8263.09,Pending,East,High,Item_454,16094,2025-11-21
P0455,Sports,703.77,596.42,8928.37,Processing,South,Medium,Item_455,,2025-01-25
P0456,Sports,4683.01,3968.65,8404.28,Processing,South,Low,Item_456,26827,2025-02-23
P0457,Books,3321.86,2815.14,6100.99,Cancelled,West,Medium,Item_457,42537,2025-05-21
P0458,Books,4821.61,4086.11,9707.87,Processing,South,High,Item_458,77147,2025-06-03
P0459,Sports,4317.47,3658.87,7147.56,Pending,South,High,Item_459,48086,2025-12-18
P0460,Clothing,4613.84,3910.03,1413.45,Pending,East,Low,Item_460,56168,2025-10-15
P0461,Books,2955.75,2504.87,9432.47,Processing,East,Medium,Item_461,78515,2025-02-24
P0462,Electronics,1966.26,1666.32,625.34,Completed,South,Medium,Item_462,31094,2025-05-27
P0463,Clothing,817.50,692.8,714.12,Cancelled,South,Low,Item_463,,2025-08-20
P0464,Electronics,3118.93,2643.16,6787.71,Pending,West,High,Item_464,47701,2025-12-21
P0465,Electronics,4639.78,3932.02,3936.79,Cancelled,North,High,Item_465,36619,2025-11-14
P0466,Books,4166.92,3531.29,9123.72,Cancelled,South,Low,Item_466,48558,2025-08-18
P0467,Furniture,4918.92,4168.58,837.24,Pending,North,Medium,Item_467,,2025-05-23
P0468,Sports,1394.77,1182.01,1693.2,Cancelled,North,Medium,Item_468,30290,2025-01-21
P0469,Furniture,4650.28,3940.92,6009.12,Cancelled,West,Low,Item_469,19552,2025-12-29
P0470,Clothing,2674.44,2266.47,9574.18,Completed,South,Medium,Item_470,62876,2025-02-17
P0471,Clothing,1183.87,1003.28,2212.2,Cancelled,East,Medium,Item_471,91039,2025-09-29
P0472,Books,4983.49,4223.3,8254.52,Completed,North,Low,Item_472,41502,2025-11-25
P0473,Sports,4601.18,3899.31,2513.89,Completed,East,Medium,Item_473,24860,2025-07-17
P0474,Clothing,2747.16,2328.1,2900.01,Cancelled,West,Medium,Item_474,,2025-11-30
P0475,Furniture,1669.53,1414.86,915.22,Completed,South,Low,Item_475,92173,2025-02-03
P0476,Furniture,3384.64,2868.34,7758.46,Processing,North,High,Item_476,67047,2025-11-28
P0477,Electronics,3759.77,3186.25,1622.17,Processing,East,High,Item_477,17113,2025-04-02
P0478,Clothing,2834.61,2402.21,5792.13,Pending,East,Medium,Item_478,92603,2025-07-27
P0479,Books,1650.38,1398.63,3956.07,Completed,North,Low,Item_479,18288,2025-10-27
P0480,Electronics,3534.32,2995.19,818.64,Completed,East,Low,Item_480,21338,2025-05-25
P0481,Books,1968.93,1668.58,8239.01,Completed,West,High,Item_481,27875,2025-07-20
P0482,Sports,1545.39,1309.65,6377.05,Cancelled,East,High,Item_482,82754,2025-03-14
P0483,Electronics,304.69,258.21,5769.91,Processing,North,Medium,Item_483,55069,2025-04-19
P0484,Books,4537.58,3845.41,8529.44,Pending,South,High,Item_484,43127,2025-04-10
P0485,Electronics,988.65,837.84,8016.63,Completed,West,Low,Item_485,48096,2025-12-10
P0486,Electronics,1328.37,1125.74,2054.43,Processing,East,Medium,Item_486,95914,2025-05-01
P0487,Electronics,1497.17,1268.79,791.11,Pending,East,Medium,Item_487,90785,2025-12-04
P0488,Clothing,3497.94,2964.36,1608.71,Cancelled,East,Medium,Item_488,51053,2025-05-07
P0489,Furniture,3589.78,3042.19,6444.3,Cancelled,East,High,Item_489,53458,2025-09-03
P0490,Books,2282.25,1934.11,7770.19,Processing,North,High,Item_490,20744,2025-05-24
P0491,Furniture,4467.36,3785.9,2044.68,Completed,North,High,Item_491,92788,2025-01-16
P0492,Sports,2936.61,2488.65,7715.08,Pending,North,Low,Item_492,80736,2025-08-30
P0493,Furniture,1892.51,1603.82,2310.74,Cancelled,South,Medium,Item_493,21869,2025-07-23
P0494,Clothing,2560.62,2170.02,6660.52,Pending,South,Medium,Item_494,84233,2025-10-17
P0495,Furniture,3706.01,3140.69,4886.68,Cancelled,North,High,Item_495,40375,2025-02-02
P0496,Clothing,1910.23,1618.84,523.8,Pending,East,Medium,Item_496,69591,2025-01-24
P0497,Electronics,4904.89,4156.69,3308.3,Cancelled,East,Low,Item_497,32786,2025-07-12
P0498,Books,1889.95,1601.65,6568.03,Completed,East,Medium,Item_498,39215,2025-09-22
P0499,Books,1829.20,1550.17,8690.42,Processing,West,Low,Item_499,,2025-03-13
P0500,Books,911.47,772.43,863.17,Cancelled,South,High,Item_500,57477,2025-11-05
P0501,Electronics,3339.44,2830.03,4204.68,Cancelled,North,Medium,Item_501,72786,2025-04-18
P0502,Sports,890.11,754.33,8350.31,Completed,South,High,Item_502,87640,2025-03-24
P0503,Furniture,3184.75,2698.94,487.99,Pending,North,High,Item_503,33597,2025-09-22
P0504,Books,3036.85,2573.6,5679.69,Completed,East,High,Item_504,89498,2025-08-30
P0505,Books,935.78,793.03,8320.6,Pending,South,Low,Item_505,44671,2025-03-27
P0506,Clothing,4619.52,3914.85,6005.68,Completed,South,Medium,Item_506,24230,2025-01-09
P0507,Furniture,2661.29,2255.33,9102.46,Processing,South,Low,Item_507,72373,2025-11-11
P0508,Sports,291.28,246.85,7860.3,Completed,North,Medium,Item_508,89098,2025-10-04
P0509,Electronics,4495.15,3809.45,7771.22,Processing,West,Medium,Item_509,79444,2025-08-08
P0510,Furniture,4698.27,3981.58,4873.02,Processing,East,Low,Item_510,85513,2025-02-20
P0511,Books,756.03,640.7,4823.7,Pending,North,Medium,Item_511,81267,2025-07-29
P0512,Clothing,1026.20,869.66,7120.57,Completed,North,Low,Item_512,,2025-12-02
P0513,Furniture,3470.06,2940.73,3227.43,Cancelled,North,High,Item_513,86725,2025-05-10
P0514,Clothing,4289.39,3635.08,4293.26,Cancelled,East,Low,Item_514,36698,2025-07-31
P0515,Sports,3940.56,3339.46,4876.43,Cancelled,West,Medium,Item_515,85713,2025-06-26
P0516,Books,3705.33,3140.11,8564.49,Completed,South,Medium,Item_516,31206,2025-02-21
P0517,Furniture,2590.88,2195.66,7882.2,Completed,South,Medium,Item_517,10693,2025-02-16
P0518,Furniture,2411.18,2043.37,6042.43,Completed,North,Medium,Item_518,20490,2025-11-08
P0519,Electronics,3650.02,3093.24,9313.78,Processing,East,Low,Item_519,17531,2025-03-31
P0520,Books,2250.96,1907.59,2096.9,Cancelled,South,High,Item_520,76918,2025-09-22
P0521,Furniture,3114.43,2639.35,6772.84,Cancelled,South,Low,Item_521,,2025-03-22
P0522,Electronics,4984.40,4224.07,7818.76,Cancelled,West,Medium,Item_522,77861,2025-01-08
P0523,Electronics,4603.97,3901.67,5540.97,Cancelled,East,Medium,Item_523,35496,2025-08-21
P0524,Books,2917.04,2472.07,2684.96,Processing,North,Low,Item_524,48568,2025-06-24
P0525,Electronics,4034.42,3419,9571.42,Cancelled,West,Medium,Item_525,41886,2025-06-23
P0526,Books,3439.81,2915.09,8975.59,Completed,West,High,Item_526,60157,2025-11-21
P0527,Furniture,3416.87,2895.65,2376.31,Cancelled,West,Medium,Item_527,11274,2025-12-25
P0528,Clothing,1316.46,1115.64,1020.79,Cancelled,North,Low,Item_528,72463,2025-06-10
P0529,Clothing,1170.97,992.35,5779.75,Pending,South,Medium,Item_529,40783,2025-05-04
P0530,Clothing,1113.22,943.41,2107.39,Pending,East,High,Item_530,25712,2025-02-10
P0531,Books,3107.75,2633.69,7666.02,Completed,West,Medium,Item_531,74532,2025-10-22
P0532,Clothing,2504.95,2122.84,9845.51,Cancelled,West,High,Item_532,26809,2025-01-28
P0533,Sports,4016.42,3403.75,4835.37,Completed,East,Medium,Item_533,32911,2025-08-23
P0534,Electronics,3521.40,2984.24,4654.7,Completed,North,Low,Item_534,86153,2025-02-21
P0535,Clothing,1871.85,1586.31,8632.24,Pending,East,High,Item_535,90358,2025-06-25
P0536,Clothing,1001.18,848.46,4297.03,Processing,East,Medium,Item_536,46651,2025-08-19
P0537,Furniture,2899.91,2457.55,9794.8,Pending,North,Low,Item_537,40907,2025-10-12
P0538,Books,4295.91,3640.6,2041.03,Pending,West,High,Item_538,75483,2025-03-10
P0539,Sports,2716.51,2302.13,3225.7,Processing,East,Medium,Item_539,84427,2025-01-25
P0540,Books,584.98,495.75,1717.08,Pending,East,Medium,Item_540,22622,2025-08-19
P0541,Clothing,1372.87,1163.45,3667.04,Cancelled,East,High,Item_541,56018,2025-12-14
P0542,Sports,1074.89,910.92,5801.36,Pending,East,Medium,Item_542,76904,2025-09-07
P0543,Books,4459.20,3778.98,3872.6,Cancelled,West,Low,Item_543,31964,2025-11-24
P0544,Clothing,2166.90,1836.36,6161.87,Processing,North,High,Item_544,39912,2025-06-10
P0545,Clothing,3299.76,2796.41,7133.29,Processing,East,Medium,Item_545,57600,2025-10-28
P0546,Sports,4831.08,4094.14,4198.49,Pending,North,High,Item_546,96772,2025-05-09
P0547,Electronics,1131.80,959.15,4030.75,Completed,North,Medium,Item_547,13455,2025-07-23
P0548,Sports,3848.48,3261.42,924.19,Cancelled,South,High,Item_548,61097,2025-06-08
P0549,Furniture,1312.24,1112.07,2913.34,Pending,South,Low,Item_549,13744,2025-01-18
P0550,Clothing,4315.81,3657.47,3319.49,Processing,West,Low,Item_550,81898,2025-08-16
P0551,Furniture,4850.76,4110.81,7006.47,Pending,West,Low,Item_551,83922,2025-08-11
P0552,Sports,3234.95,2741.48,5384.46,Cancelled,West,Low,Item_552,21738,2025-08-15
P0553,Clothing,1892.34,1603.68,2672.09,Cancelled,North,High,Item_553,27865,2025-06-26
P0554,Clothing,2399.07,2033.11,182.34,Processing,West,Medium,Item_554,,2025-08-09
P0555,Clothing,3025.32,2563.83,7988,Cancelled,South,Medium,Item_555,67292,2025-07-22
P0556,Furniture,900.02,762.73,7397.47,Processing,West,High,Item_556,65343,2025-11-17
P0557,Furniture,2631.39,2229.99,8019.59,Cancelled,East,Low,Item_557,45235,2025-07-31
P0558,Furniture,4282.06,3628.86,1905.83,Cancelled,North,Low,Item_558,69345,2025-05-20
P0559,Sports,2510.78,2127.78,3274.37,Pending,North,Low,Item_559,,2025-02-22
P0560,Clothing,1419.06,1202.59,7180.44,Completed,South,High,Item_560,74694,2025-04-22
P0561,Clothing,2159.19,1829.82,7878.68,Processing,East,Medium,Item_561,14159,2025-06-19
P0562,Electronics,4233.38,3587.61,9521.28,Completed,East,Medium,Item_562,71623,2025-04-03
P0563,Furniture,4488.92,3804.17,2575.79,Processing,North,High,Item_563,42631,2025-07-17
P0564,Books,1311.09,1111.09,9945.9,Pending,West,Low,Item_564,78306,2025-12-07
P0565,Furniture,2416.85,2048.18,6846.28,Cancelled,East,High,Item_565,15529,2025-10-09
P0566,Sports,698.49,591.94,4864.17,Cancelled,South,Medium,Item_566,97385,2025-04-22
P0567,Electronics,1256.23,1064.6,4398.2,Completed,South,Medium,Item_567,61879,2025-05-05
P0568,Electronics,4847.29,4107.87,5852.66,Processing,South,Medium,Item_568,42600,2025-03-22
P0569,Books,547.87,464.3,6224.58,Completed,North,Medium,Item_569,80300,2025-02-24
P0570,Furniture,2490.43,2110.53,3235.72,Cancelled,West,Low,Item_570,59514,2025-07-03
P0571,Furniture,1328.41,1125.77,490.94,Processing,East,Low,Item_571,34874,2025-10-18
P0572,Furniture,2763.74,2342.15,3304.44,Processing,East,Low,Item_572,82682,2025-03-24
P0573,Electronics,2702.57,2290.31,4548.9,Cancelled,East,Medium,Item_573,,2025-11-23
P0574,Sports,1957.31,1658.74,1936.79,Completed,East,Low,Item_574,18302,2025-12-04
P0575,Sports,4113.34,3485.88,1979.71,Processing,South,Low,Item_575,63713,2025-11-25
P0576,Clothing,641.27,543.45,5279.69,Completed,North,High,Item_576,14099,2025-04-14
P0577,Electronics,2478.31,2100.26,1077.66,Processing,West,Low,Item_577,87371,2025-05-12
P0578,Electronics,1895.13,1606.04,6098.94,Completed,North,High,Item_578,20480,2025-08-28
P0579,Electronics,1868.54,1583.51,7460.43,Processing,East,Low,Item_579,90862,2025-05-17
P0580,Sports,299.20,253.56,796.84,Cancelled,North,High,Item_580,22729,2025-02-21
P0581,Furniture,2705.14,2292.49,1975.66,Pending,South,Low,Item_581,64419,2025-02-24
P0582,Sports,1854.02,1571.2,4641.33,Processing,North,High,Item_582,82085,2025-07-25
P0583,Sports,1753.81,1486.28,1665.95,Processing,East,Medium,Item_583,52553,2025-07-10
P0584,Books,3844.50,3258.05,4362.82,Cancelled,South,Low,Item_584,59160,2025-10-09
P0585,Clothing,1864.04,1579.69,4578.79,Processing,North,Low,Item_585,,2025-05-26
P0586,Sports,179.88,152.44,1437.35,Cancelled,North,Medium,Item_586,38157,2025-06-11
P0587,Electronics,3880.46,3288.53,9439.14,Cancelled,South,High,Item_587,,2025-07-02
P0588,Furniture,778.20,659.49,3734.12,Pending,South,Medium,Item_588,22046,2025-10-20
P0589,Books,2888.42,2447.81,2252.63,Completed,East,Medium,Item_589,85527,2025-02-18
